Date,Month,Region,State,Salesperson,Customer,Product,Category,Units,Unit Price,Sales,Cost,Profit,Channel,Target,Returned
7/20/2025,July,South,Tamil Nadu,Rahul,Cust795,Laptop,Electronics,8,65000.00,520000.00,416000.00,104000.00,Distributor,572000.00,No
7/20/2025,July,South,Tamil Nadu,Priya,Cust944,Desk,Furniture,2,12000.00,24000.00,18000.00,6000.00,Retail,26400.00,No
7/21/2025,July,North,Delhi,Rahul,Cust864,Chair,Furniture,11,7000.00,77000.00,55000.00,22000.00,Distributor,84700.00,Yes
7/21/2025,July,North,Delhi,Karan,Cust826,Chair,Furniture,8,7000.00,56000.00,40000.00,16000.00,Online,61600.00,Yes
7/21/2025,July,South,Karnataka,Karan,Cust528,Monitor,Electronics,1,15000.00,15000.00,11000.00,4000.00,Distributor,16500.00,No
7/22/2025,July,East,West Bengal,Arun,Cust826,Chair,Furniture,9,7000.00,63000.00,45000.00,18000.00,Retail,69300.00,No
7/22/2025,July,South,Karnataka,Arun,Cust453,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Retail,79200.00,No
7/22/2025,July,West,Maharashtra,Karan,Cust818,Desk,Furniture,7,12000.00,84000.00,63000.00,21000.00,Distributor,92400.00,No
7/23/2025,July,West,Maharashtra,Arun,Cust779,Monitor,Electronics,4,15000.00,60000.00,44000.00,16000.00,Distributor,66000.00,No
7/23/2025,July,West,Maharashtra,Karan,Cust384,Printer,Electronics,7,18000.00,126000.00,101500.00,24500.00,Retail,138600.00,No
7/23/2025,July,South,Karnataka,Rahul,Cust313,Monitor,Electronics,3,15000.00,45000.00,33000.00,12000.00,Distributor,49500.00,No
7/24/2025,July,South,Karnataka,Neha,Cust564,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Retail,217800.00,No
7/24/2025,July,South,Karnataka,Neha,Cust595,Chair,Furniture,1,7000.00,7000.00,5000.00,2000.00,Distributor,7700.00,No
7/24/2025,July,West,Maharashtra,Meera,Cust168,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Online,53900.00,No
7/25/2025,July,West,Maharashtra,Priya,Cust990,Laptop,Electronics,7,65000.00,455000.00,364000.00,91000.00,Distributor,500500.00,No
7/25/2025,July,South,Tamil Nadu,Asha,Cust164,Monitor,Electronics,6,15000.00,90000.00,66000.00,24000.00,Online,99000.00,No
7/25/2025,July,East,West Bengal,Meera,Cust181,Chair,Furniture,1,7000.00,7000.00,5000.00,2000.00,Retail,7700.00,No
7/26/2025,July,North,Delhi,Vijay,Cust188,Chair,Furniture,12,7000.00,84000.00,60000.00,24000.00,Online,92400.00,No
7/26/2025,July,East,West Bengal,Arun,Cust787,Printer,Electronics,5,18000.00,90000.00,72500.00,17500.00,Online,99000.00,No
7/26/2025,July,West,Maharashtra,Rahul,Cust164,Monitor,Electronics,5,15000.00,75000.00,55000.00,20000.00,Online,82500.00,No
7/27/2025,July,East,West Bengal,Vijay,Cust449,Chair,Furniture,11,7000.00,77000.00,55000.00,22000.00,Distributor,84700.00,No
7/27/2025,July,South,Karnataka,Arun,Cust917,Laptop,Electronics,3,65000.00,195000.00,156000.00,39000.00,Retail,214500.00,No
7/27/2025,July,East,West Bengal,Neha,Cust269,Monitor,Electronics,4,15000.00,60000.00,44000.00,16000.00,Retail,66000.00,No
7/28/2025,July,East,West Bengal,Rahul,Cust905,Printer,Electronics,7,18000.00,126000.00,101500.00,24500.00,Retail,138600.00,No
7/28/2025,July,West,Maharashtra,Meera,Cust907,Laptop,Electronics,1,65000.00,65000.00,52000.00,13000.00,Distributor,71500.00,No
7/28/2025,July,South,Tamil Nadu,Vijay,Cust644,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Retail,286000.00,No
7/29/2025,July,North,Delhi,Rahul,Cust522,Monitor,Electronics,7,15000.00,105000.00,77000.00,28000.00,Retail,115500.00,No
7/29/2025,July,South,Tamil Nadu,Arun,Cust369,Printer,Electronics,4,18000.00,72000.00,58000.00,14000.00,Retail,79200.00,No
7/29/2025,July,North,Delhi,Rahul,Cust873,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Online,286000.00,No
7/30/2025,July,West,Maharashtra,Priya,Cust426,Laptop,Electronics,6,65000.00,390000.00,312000.00,78000.00,Retail,429000.00,No
7/30/2025,July,South,Karnataka,Rahul,Cust429,Desk,Furniture,4,12000.00,48000.00,36000.00,12000.00,Distributor,52800.00,No
7/30/2025,July,East,West Bengal,Asha,Cust293,Printer,Electronics,8,18000.00,144000.00,116000.00,28000.00,Distributor,158400.00,No
7/31/2025,July,East,West Bengal,Meera,Cust257,Desk,Furniture,12,12000.00,144000.00,108000.00,36000.00,Distributor,158400.00,No
7/31/2025,July,North,Delhi,Neha,Cust333,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Retail,53900.00,No
7/31/2025,July,South,Karnataka,Karan,Cust375,Desk,Furniture,12,12000.00,144000.00,108000.00,36000.00,Distributor,158400.00,No
8/1/2025,August,South,Karnataka,Vijay,Cust911,Chair,Furniture,12,7000.00,84000.00,60000.00,24000.00,Retail,92400.00,No
8/1/2025,August,West,Maharashtra,Vijay,Cust947,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Retail,53900.00,No
8/1/2025,August,East,West Bengal,Rahul,Cust671,Chair,Furniture,11,7000.00,77000.00,55000.00,22000.00,Online,84700.00,No
8/2/2025,August,West,Maharashtra,Karan,Cust746,Desk,Furniture,7,12000.00,84000.00,63000.00,21000.00,Retail,92400.00,No
8/2/2025,August,South,Karnataka,Asha,Cust569,Laptop,Electronics,10,65000.00,650000.00,520000.00,130000.00,Online,715000.00,No
8/2/2025,August,West,Maharashtra,Meera,Cust809,Printer,Electronics,9,18000.00,162000.00,130500.00,31500.00,Online,178200.00,No
8/3/2025,August,East,West Bengal,Priya,Cust366,Chair,Furniture,8,7000.00,56000.00,40000.00,16000.00,Distributor,61600.00,No
8/3/2025,August,East,West Bengal,Vijay,Cust353,Monitor,Electronics,7,15000.00,105000.00,77000.00,28000.00,Retail,115500.00,No
8/3/2025,August,South,Tamil Nadu,Priya,Cust805,Laptop,Electronics,10,65000.00,650000.00,520000.00,130000.00,Retail,715000.00,No
8/4/2025,August,West,Maharashtra,Asha,Cust939,Monitor,Electronics,3,15000.00,45000.00,33000.00,12000.00,Retail,49500.00,No
8/4/2025,August,North,Delhi,Neha,Cust708,Printer,Electronics,10,18000.00,180000.00,145000.00,35000.00,Distributor,198000.00,Yes
8/4/2025,August,South,Karnataka,Neha,Cust929,Desk,Furniture,8,12000.00,96000.00,72000.00,24000.00,Online,105600.00,No
8/5/2025,August,East,West Bengal,Priya,Cust499,Desk,Furniture,8,12000.00,96000.00,72000.00,24000.00,Distributor,105600.00,No
8/5/2025,August,North,Delhi,Priya,Cust435,Chair,Furniture,4,7000.00,28000.00,20000.00,8000.00,Retail,30800.00,No
8/5/2025,August,North,Delhi,Vijay,Cust699,Monitor,Electronics,9,15000.00,135000.00,99000.00,36000.00,Online,148500.00,No
8/6/2025,August,North,Delhi,Meera,Cust679,Printer,Electronics,1,18000.00,18000.00,14500.00,3500.00,Distributor,19800.00,No
8/6/2025,August,North,Delhi,Priya,Cust384,Printer,Electronics,12,18000.00,216000.00,174000.00,42000.00,Retail,237600.00,No
8/6/2025,August,East,West Bengal,Asha,Cust824,Laptop,Electronics,5,65000.00,325000.00,260000.00,65000.00,Distributor,357500.00,No
8/7/2025,August,East,West Bengal,Meera,Cust776,Laptop,Electronics,10,65000.00,650000.00,520000.00,130000.00,Distributor,715000.00,No
8/7/2025,August,West,Maharashtra,Priya,Cust519,Monitor,Electronics,10,15000.00,150000.00,110000.00,40000.00,Retail,165000.00,No
8/7/2025,August,South,Karnataka,Arun,Cust519,Desk,Furniture,2,12000.00,24000.00,18000.00,6000.00,Online,26400.00,No
8/8/2025,August,East,West Bengal,Neha,Cust775,Chair,Furniture,12,7000.00,84000.00,60000.00,24000.00,Online,92400.00,No
8/8/2025,August,East,West Bengal,Asha,Cust259,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Online,79200.00,No
8/8/2025,August,North,Delhi,Meera,Cust284,Printer,Electronics,6,18000.00,108000.00,87000.00,21000.00,Distributor,118800.00,No
8/9/2025,August,East,West Bengal,Karan,Cust717,Laptop,Electronics,1,65000.00,65000.00,52000.00,13000.00,Online,71500.00,No
8/9/2025,August,South,Karnataka,Karan,Cust945,Printer,Electronics,6,18000.00,108000.00,87000.00,21000.00,Distributor,118800.00,No
8/9/2025,August,South,Tamil Nadu,Rahul,Cust401,Monitor,Electronics,12,15000.00,180000.00,132000.00,48000.00,Retail,198000.00,No
8/10/2025,August,South,Tamil Nadu,Rahul,Cust351,Chair,Furniture,4,7000.00,28000.00,20000.00,8000.00,Retail,30800.00,No
8/10/2025,August,East,West Bengal,Asha,Cust254,Laptop,Electronics,11,65000.00,715000.00,572000.00,143000.00,Retail,786500.00,No
8/10/2025,August,West,Maharashtra,Asha,Cust317,Chair,Furniture,1,7000.00,7000.00,5000.00,2000.00,Retail,7700.00,No
8/11/2025,August,West,Maharashtra,Karan,Cust406,Desk,Furniture,1,12000.00,12000.00,9000.00,3000.00,Retail,13200.00,No
8/11/2025,August,West,Maharashtra,Vijay,Cust459,Monitor,Electronics,10,15000.00,150000.00,110000.00,40000.00,Distributor,165000.00,No
8/11/2025,August,North,Delhi,Rahul,Cust580,Laptop,Electronics,3,65000.00,195000.00,156000.00,39000.00,Retail,214500.00,No
8/12/2025,August,West,Maharashtra,Karan,Cust972,Desk,Furniture,12,12000.00,144000.00,108000.00,36000.00,Distributor,158400.00,No
8/12/2025,August,South,Karnataka,Asha,Cust808,Laptop,Electronics,7,65000.00,455000.00,364000.00,91000.00,Online,500500.00,No
8/12/2025,August,West,Maharashtra,Meera,Cust465,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Retail,286000.00,No
8/13/2025,August,West,Maharashtra,Arun,Cust743,Monitor,Electronics,10,15000.00,150000.00,110000.00,40000.00,Retail,165000.00,No
8/13/2025,August,West,Maharashtra,Priya,Cust775,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Retail,286000.00,No
8/13/2025,August,South,Karnataka,Arun,Cust978,Monitor,Electronics,11,15000.00,165000.00,121000.00,44000.00,Retail,181500.00,Yes
8/14/2025,August,South,Karnataka,Asha,Cust195,Desk,Furniture,11,12000.00,132000.00,99000.00,33000.00,Retail,145200.00,No
8/14/2025,August,South,Tamil Nadu,Rahul,Cust627,Monitor,Electronics,11,15000.00,165000.00,121000.00,44000.00,Distributor,181500.00,No
8/14/2025,August,North,Delhi,Asha,Cust670,Monitor,Electronics,9,15000.00,135000.00,99000.00,36000.00,Distributor,148500.00,No
8/15/2025,August,South,Karnataka,Rahul,Cust495,Desk,Furniture,3,12000.00,36000.00,27000.00,9000.00,Retail,39600.00,No
8/15/2025,August,West,Maharashtra,Asha,Cust107,Desk,Furniture,12,12000.00,144000.00,108000.00,36000.00,Online,158400.00,No
8/15/2025,August,North,Delhi,Arun,Cust634,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Distributor,79200.00,No
8/16/2025,August,South,Karnataka,Vijay,Cust767,Monitor,Electronics,12,15000.00,180000.00,132000.00,48000.00,Distributor,198000.00,No
8/16/2025,August,East,West Bengal,Arun,Cust561,Desk,Furniture,7,12000.00,84000.00,63000.00,21000.00,Online,92400.00,Yes
8/16/2025,August,North,Delhi,Asha,Cust922,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Retail,286000.00,No
8/17/2025,August,South,Karnataka,Vijay,Cust106,Chair,Furniture,8,7000.00,56000.00,40000.00,16000.00,Retail,61600.00,No
8/17/2025,August,South,Tamil Nadu,Arun,Cust813,Monitor,Electronics,10,15000.00,150000.00,110000.00,40000.00,Online,165000.00,No
8/17/2025,August,West,Maharashtra,Priya,Cust674,Chair,Furniture,9,7000.00,63000.00,45000.00,18000.00,Online,69300.00,No
8/18/2025,August,South,Karnataka,Karan,Cust494,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Online,53900.00,Yes
8/18/2025,August,South,Tamil Nadu,Karan,Cust286,Monitor,Electronics,6,15000.00,90000.00,66000.00,24000.00,Retail,99000.00,No
8/18/2025,August,North,Delhi,Arun,Cust561,Desk,Furniture,9,12000.00,108000.00,81000.00,27000.00,Distributor,118800.00,No
8/19/2025,August,North,Delhi,Vijay,Cust405,Desk,Furniture,4,12000.00,48000.00,36000.00,12000.00,Online,52800.00,No
8/19/2025,August,North,Delhi,Arun,Cust545,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Retail,79200.00,No
8/19/2025,August,South,Tamil Nadu,Karan,Cust115,Chair,Furniture,6,7000.00,42000.00,30000.00,12000.00,Distributor,46200.00,Yes
8/20/2025,August,West,Maharashtra,Rahul,Cust472,Desk,Furniture,2,12000.00,24000.00,18000.00,6000.00,Online,26400.00,No
8/20/2025,August,West,Maharashtra,Arun,Cust567,Chair,Furniture,6,7000.00,42000.00,30000.00,12000.00,Retail,46200.00,No
8/20/2025,August,South,Tamil Nadu,Arun,Cust155,Laptop,Electronics,8,65000.00,520000.00,416000.00,104000.00,Distributor,572000.00,No
8/21/2025,August,North,Delhi,Priya,Cust810,Chair,Furniture,10,7000.00,70000.00,50000.00,20000.00,Distributor,77000.00,No
8/21/2025,August,West,Maharashtra,Neha,Cust772,Monitor,Electronics,8,15000.00,120000.00,88000.00,32000.00,Retail,132000.00,No
8/21/2025,August,South,Tamil Nadu,Karan,Cust574,Chair,Furniture,12,7000.00,84000.00,60000.00,24000.00,Online,92400.00,No
8/22/2025,August,South,Tamil Nadu,Arun,Cust261,Desk,Furniture,1,12000.00,12000.00,9000.00,3000.00,Online,13200.00,No
8/22/2025,August,South,Karnataka,Meera,Cust214,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Online,53900.00,No
8/22/2025,August,North,Delhi,Arun,Cust722,Chair,Furniture,9,7000.00,63000.00,45000.00,18000.00,Retail,69300.00,No
8/23/2025,August,South,Tamil Nadu,Arun,Cust870,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Retail,39600.00,No
8/23/2025,August,South,Tamil Nadu,Karan,Cust794,Chair,Furniture,8,7000.00,56000.00,40000.00,16000.00,Retail,61600.00,No
8/23/2025,August,West,Maharashtra,Vijay,Cust627,Monitor,Electronics,5,15000.00,75000.00,55000.00,20000.00,Retail,82500.00,No
8/24/2025,August,South,Karnataka,Karan,Cust739,Printer,Electronics,9,18000.00,162000.00,130500.00,31500.00,Distributor,178200.00,No
8/24/2025,August,East,West Bengal,Rahul,Cust438,Laptop,Electronics,7,65000.00,455000.00,364000.00,91000.00,Distributor,500500.00,No
8/24/2025,August,South,Karnataka,Priya,Cust416,Laptop,Electronics,1,65000.00,65000.00,52000.00,13000.00,Online,71500.00,Yes
8/25/2025,August,West,Maharashtra,Neha,Cust686,Monitor,Electronics,11,15000.00,165000.00,121000.00,44000.00,Online,181500.00,No
8/25/2025,August,South,Karnataka,Priya,Cust802,Laptop,Electronics,9,65000.00,585000.00,468000.00,117000.00,Online,643500.00,No
8/25/2025,August,East,West Bengal,Meera,Cust693,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Retail,79200.00,No
8/26/2025,August,South,Karnataka,Asha,Cust963,Laptop,Electronics,9,65000.00,585000.00,468000.00,117000.00,Retail,643500.00,No
8/26/2025,August,West,Maharashtra,Vijay,Cust191,Chair,Furniture,8,7000.00,56000.00,40000.00,16000.00,Distributor,61600.00,No
8/26/2025,August,West,Maharashtra,Arun,Cust757,Monitor,Electronics,10,15000.00,150000.00,110000.00,40000.00,Online,165000.00,No
8/27/2025,August,North,Delhi,Priya,Cust876,Printer,Electronics,6,18000.00,108000.00,87000.00,21000.00,Online,118800.00,No
8/27/2025,August,South,Karnataka,Priya,Cust981,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Distributor,53900.00,No
8/27/2025,August,East,West Bengal,Asha,Cust247,Monitor,Electronics,1,15000.00,15000.00,11000.00,4000.00,Retail,16500.00,No
8/28/2025,August,West,Maharashtra,Meera,Cust173,Laptop,Electronics,11,65000.00,715000.00,572000.00,143000.00,Online,786500.00,No
8/28/2025,August,South,Tamil Nadu,Arun,Cust714,Desk,Furniture,12,12000.00,144000.00,108000.00,36000.00,Distributor,158400.00,No
8/28/2025,August,South,Karnataka,Rahul,Cust904,Laptop,Electronics,11,65000.00,715000.00,572000.00,143000.00,Retail,786500.00,No
8/29/2025,August,South,Karnataka,Arun,Cust860,Printer,Electronics,4,18000.00,72000.00,58000.00,14000.00,Distributor,79200.00,No
8/29/2025,August,West,Maharashtra,Meera,Cust881,Laptop,Electronics,10,65000.00,650000.00,520000.00,130000.00,Online,715000.00,No
8/29/2025,August,West,Maharashtra,Asha,Cust858,Desk,Furniture,1,12000.00,12000.00,9000.00,3000.00,Distributor,13200.00,No
8/30/2025,August,North,Delhi,Vijay,Cust992,Laptop,Electronics,1,65000.00,65000.00,52000.00,13000.00,Online,71500.00,No
8/30/2025,August,West,Maharashtra,Vijay,Cust654,Printer,Electronics,3,18000.00,54000.00,43500.00,10500.00,Retail,59400.00,No
8/30/2025,August,South,Karnataka,Vijay,Cust280,Desk,Furniture,10,12000.00,120000.00,90000.00,30000.00,Retail,132000.00,No
8/31/2025,August,South,Karnataka,Asha,Cust374,Laptop,Electronics,9,65000.00,585000.00,468000.00,117000.00,Retail,643500.00,No
8/31/2025,August,North,Delhi,Neha,Cust140,Laptop,Electronics,1,65000.00,65000.00,52000.00,13000.00,Distributor,71500.00,No
8/31/2025,August,South,Karnataka,Rahul,Cust801,Printer,Electronics,11,18000.00,198000.00,159500.00,38500.00,Retail,217800.00,No
9/1/2025,September,West,Maharashtra,Karan,Cust199,Chair,Furniture,10,7000.00,70000.00,50000.00,20000.00,Distributor,77000.00,No
9/1/2025,September,East,West Bengal,Karan,Cust418,Chair,Furniture,1,7000.00,7000.00,5000.00,2000.00,Distributor,7700.00,No
9/1/2025,September,South,Karnataka,Neha,Cust244,Laptop,Electronics,12,65000.00,780000.00,624000.00,156000.00,Online,858000.00,No
9/2/2025,September,North,Delhi,Vijay,Cust623,Printer,Electronics,7,18000.00,126000.00,101500.00,24500.00,Retail,138600.00,No
9/2/2025,September,West,Maharashtra,Priya,Cust427,Printer,Electronics,8,18000.00,144000.00,116000.00,28000.00,Retail,158400.00,No
9/2/2025,September,South,Tamil Nadu,Priya,Cust634,Desk,Furniture,11,12000.00,132000.00,99000.00,33000.00,Online,145200.00,Yes
9/3/2025,September,North,Delhi,Karan,Cust173,Chair,Furniture,5,7000.00,35000.00,25000.00,10000.00,Distributor,38500.00,No
9/3/2025,September,East,West Bengal,Rahul,Cust166,Desk,Furniture,9,12000.00,108000.00,81000.00,27000.00,Online,118800.00,No
9/3/2025,September,East,West Bengal,Rahul,Cust444,Laptop,Electronics,7,65000.00,455000.00,364000.00,91000.00,Online,500500.00,No
9/4/2025,September,South,Tamil Nadu,Vijay,Cust451,Laptop,Electronics,6,65000.00,390000.00,312000.00,78000.00,Retail,429000.00,No
9/4/2025,September,North,Delhi,Neha,Cust895,Monitor,Electronics,7,15000.00,105000.00,77000.00,28000.00,Distributor,115500.00,No
9/4/2025,September,West,Maharashtra,Neha,Cust616,Monitor,Electronics,2,15000.00,30000.00,22000.00,8000.00,Distributor,33000.00,No
9/5/2025,September,North,Delhi,Neha,Cust637,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Retail,53900.00,No
9/5/2025,September,West,Maharashtra,Arun,Cust106,Chair,Furniture,10,7000.00,70000.00,50000.00,20000.00,Distributor,77000.00,No
9/5/2025,September,East,West Bengal,Neha,Cust389,Laptop,Electronics,8,65000.00,520000.00,416000.00,104000.00,Retail,572000.00,No
9/6/2025,September,South,Karnataka,Meera,Cust330,Chair,Furniture,4,7000.00,28000.00,20000.00,8000.00,Distributor,30800.00,No
9/6/2025,September,South,Karnataka,Karan,Cust707,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Online,286000.00,No
9/6/2025,September,South,Karnataka,Priya,Cust706,Monitor,Electronics,8,15000.00,120000.00,88000.00,32000.00,Retail,132000.00,No
9/7/2025,September,East,West Bengal,Meera,Cust536,Chair,Furniture,1,7000.00,7000.00,5000.00,2000.00,Retail,7700.00,No
9/7/2025,September,North,Delhi,Rahul,Cust207,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Distributor,39600.00,No
9/7/2025,September,South,Tamil Nadu,Neha,Cust295,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Online,39600.00,No
9/8/2025,September,North,Delhi,Neha,Cust123,Laptop,Electronics,1,65000.00,65000.00,52000.00,13000.00,Online,71500.00,No
9/8/2025,September,South,Tamil Nadu,Vijay,Cust313,Monitor,Electronics,11,15000.00,165000.00,121000.00,44000.00,Distributor,181500.00,No
9/8/2025,September,South,Tamil Nadu,Priya,Cust833,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Retail,143000.00,No
9/9/2025,September,South,Tamil Nadu,Rahul,Cust269,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Distributor,143000.00,No
9/9/2025,September,East,West Bengal,Vijay,Cust439,Laptop,Electronics,7,65000.00,455000.00,364000.00,91000.00,Online,500500.00,No
9/9/2025,September,South,Tamil Nadu,Arun,Cust303,Laptop,Electronics,3,65000.00,195000.00,156000.00,39000.00,Retail,214500.00,No
9/10/2025,September,East,West Bengal,Priya,Cust432,Monitor,Electronics,3,15000.00,45000.00,33000.00,12000.00,Online,49500.00,No
9/10/2025,September,East,West Bengal,Priya,Cust891,Monitor,Electronics,3,15000.00,45000.00,33000.00,12000.00,Retail,49500.00,No
9/10/2025,September,West,Maharashtra,Neha,Cust640,Chair,Furniture,1,7000.00,7000.00,5000.00,2000.00,Online,7700.00,No
9/11/2025,September,North,Delhi,Arun,Cust343,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Online,143000.00,No
9/11/2025,September,North,Delhi,Meera,Cust309,Printer,Electronics,8,18000.00,144000.00,116000.00,28000.00,Online,158400.00,No
9/11/2025,September,West,Maharashtra,Asha,Cust392,Laptop,Electronics,12,65000.00,780000.00,624000.00,156000.00,Distributor,858000.00,No
9/12/2025,September,North,Delhi,Meera,Cust684,Laptop,Electronics,5,65000.00,325000.00,260000.00,65000.00,Retail,357500.00,No
9/12/2025,September,South,Tamil Nadu,Meera,Cust196,Monitor,Electronics,6,15000.00,90000.00,66000.00,24000.00,Retail,99000.00,No
9/12/2025,September,South,Karnataka,Asha,Cust982,Chair,Furniture,12,7000.00,84000.00,60000.00,24000.00,Online,92400.00,No
9/13/2025,September,East,West Bengal,Vijay,Cust358,Desk,Furniture,3,12000.00,36000.00,27000.00,9000.00,Online,39600.00,No
9/13/2025,September,North,Delhi,Arun,Cust196,Printer,Electronics,8,18000.00,144000.00,116000.00,28000.00,Online,158400.00,No
9/13/2025,September,East,West Bengal,Neha,Cust651,Chair,Furniture,1,7000.00,7000.00,5000.00,2000.00,Retail,7700.00,No
9/14/2025,September,South,Tamil Nadu,Asha,Cust916,Chair,Furniture,1,7000.00,7000.00,5000.00,2000.00,Online,7700.00,No
9/14/2025,September,East,West Bengal,Karan,Cust927,Chair,Furniture,1,7000.00,7000.00,5000.00,2000.00,Retail,7700.00,No
9/14/2025,September,West,Maharashtra,Rahul,Cust511,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Online,286000.00,No
9/15/2025,September,West,Maharashtra,Meera,Cust979,Chair,Furniture,9,7000.00,63000.00,45000.00,18000.00,Online,69300.00,No
9/15/2025,September,South,Tamil Nadu,Karan,Cust991,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Distributor,143000.00,No
9/15/2025,September,East,West Bengal,Arun,Cust218,Monitor,Electronics,9,15000.00,135000.00,99000.00,36000.00,Online,148500.00,No
9/16/2025,September,South,Karnataka,Priya,Cust151,Monitor,Electronics,9,15000.00,135000.00,99000.00,36000.00,Distributor,148500.00,No
9/16/2025,September,South,Karnataka,Arun,Cust709,Printer,Electronics,12,18000.00,216000.00,174000.00,42000.00,Distributor,237600.00,No
9/16/2025,September,East,West Bengal,Neha,Cust712,Chair,Furniture,1,7000.00,7000.00,5000.00,2000.00,Online,7700.00,Yes
9/17/2025,September,North,Delhi,Vijay,Cust767,Chair,Furniture,3,7000.00,21000.00,15000.00,6000.00,Online,23100.00,No
9/17/2025,September,South,Karnataka,Asha,Cust347,Laptop,Electronics,1,65000.00,65000.00,52000.00,13000.00,Retail,71500.00,No
9/17/2025,September,East,West Bengal,Rahul,Cust745,Monitor,Electronics,6,15000.00,90000.00,66000.00,24000.00,Retail,99000.00,No
9/18/2025,September,East,West Bengal,Karan,Cust805,Chair,Furniture,5,7000.00,35000.00,25000.00,10000.00,Distributor,38500.00,No
9/18/2025,September,South,Tamil Nadu,Vijay,Cust233,Laptop,Electronics,10,65000.00,650000.00,520000.00,130000.00,Distributor,715000.00,No
9/18/2025,September,North,Delhi,Asha,Cust750,Desk,Furniture,5,12000.00,60000.00,45000.00,15000.00,Retail,66000.00,No
9/19/2025,September,South,Tamil Nadu,Karan,Cust222,Monitor,Electronics,1,15000.00,15000.00,11000.00,4000.00,Distributor,16500.00,No
9/19/2025,September,South,Tamil Nadu,Vijay,Cust821,Chair,Furniture,5,7000.00,35000.00,25000.00,10000.00,Retail,38500.00,No
9/19/2025,September,South,Karnataka,Rahul,Cust172,Chair,Furniture,9,7000.00,63000.00,45000.00,18000.00,Online,69300.00,No
9/20/2025,September,East,West Bengal,Karan,Cust695,Desk,Furniture,12,12000.00,144000.00,108000.00,36000.00,Distributor,158400.00,No
9/20/2025,September,South,Tamil Nadu,Asha,Cust570,Laptop,Electronics,7,65000.00,455000.00,364000.00,91000.00,Distributor,500500.00,No
9/20/2025,September,West,Maharashtra,Vijay,Cust186,Monitor,Electronics,4,15000.00,60000.00,44000.00,16000.00,Distributor,66000.00,No
9/21/2025,September,South,Tamil Nadu,Asha,Cust504,Monitor,Electronics,4,15000.00,60000.00,44000.00,16000.00,Distributor,66000.00,No
9/21/2025,September,North,Delhi,Neha,Cust110,Printer,Electronics,7,18000.00,126000.00,101500.00,24500.00,Distributor,138600.00,No
9/21/2025,September,East,West Bengal,Meera,Cust891,Printer,Electronics,10,18000.00,180000.00,145000.00,35000.00,Online,198000.00,No
9/22/2025,September,North,Delhi,Neha,Cust712,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Online,39600.00,No
9/22/2025,September,West,Maharashtra,Priya,Cust134,Chair,Furniture,6,7000.00,42000.00,30000.00,12000.00,Online,46200.00,No
9/22/2025,September,North,Delhi,Neha,Cust976,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Distributor,143000.00,No
9/23/2025,September,East,West Bengal,Priya,Cust648,Printer,Electronics,7,18000.00,126000.00,101500.00,24500.00,Distributor,138600.00,No
9/23/2025,September,South,Tamil Nadu,Vijay,Cust133,Laptop,Electronics,5,65000.00,325000.00,260000.00,65000.00,Distributor,357500.00,No
9/23/2025,September,West,Maharashtra,Meera,Cust288,Desk,Furniture,4,12000.00,48000.00,36000.00,12000.00,Retail,52800.00,No
9/24/2025,September,West,Maharashtra,Priya,Cust482,Monitor,Electronics,9,15000.00,135000.00,99000.00,36000.00,Distributor,148500.00,No
9/24/2025,September,North,Delhi,Vijay,Cust827,Chair,Furniture,11,7000.00,77000.00,55000.00,22000.00,Distributor,84700.00,No
9/24/2025,September,South,Tamil Nadu,Asha,Cust231,Monitor,Electronics,7,15000.00,105000.00,77000.00,28000.00,Distributor,115500.00,No
